Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Test_Used,F_Statistic,P_Value,Effect_Size,Decision,Pooling_Recommendation
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,74.00759379891932,5.912716873733372e-16,0.6219,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,84.63582156467156,3.1068863574825308e-18,0.7112,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,80.8642090339681,2.002870005053872e-17,0.6795,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,18.949727463312282,0.000280021069119173,0.1592,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,13.020491875274422,0.00459249949525749,0.1094,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,6.629362183972669,0.08469803597621316,0.0557,Fail to Reject H0 (Models Equivalent),Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,20.84845772377873,0.00011318704281946528,0.1752,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,14.420604731525795,0.0023851071987974187,0.1212,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,38.32014803663277,2.4180147321801732e-08,0.322,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,27.401315789473635,4.850276137136174e-06,0.2303,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,23.876601554295224,2.6506465944116298e-05,0.2006,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,76.70851248598784,1.559103149388519e-16,0.6446,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,76.83894550287994,1.4618787121947266e-16,0.6457,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,90.9683728791209,1.3569126070826175e-19,0.7644,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,76.0421033079123,2.1663908532876717e-16,0.639,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,88.85152838194719,3.8655934325637066e-19,0.7467,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,91.64224516740242,9.72279239936905e-20,0.7701,Reject H0 (Models Differ),Do Not Pool
region,Procurement / Sourcing / Supply Chain,USA,Neutral,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,7.6086039711682165,0.054832643074296625,0.0639,Fail to Reject H0 (Models Equivalent),Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,59.42384556887983,7.804203974560959e-13,0.4994,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,43.74304093567246,1.711284387178751e-09,0.3676,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,63.44781099665951,1.0772617816159329e-13,0.5332,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,47.20358908231252,3.145740522834043e-10,0.3967,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,56.66370490205222,3.0317716471201027e-12,0.4762,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,45.89978906880072,5.956665282586856e-10,0.3857,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,38.63887846570767,2.069947182457123e-08,0.3247,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,60.54765872174478,4.4898793920444423e-13,0.5088,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,78.30883379247014,7.07524747761311e-17,0.6581,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,78.11501677907924,7.785806601490067e-17,0.6564,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,81.6207905313077,1.378279728370098e-17,0.6859,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,85.19960638173386,2.3513101836859352e-18,0.716,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,89.47200250408066,2.84420077512056e-19,0.7519,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,88.59841088227823,4.381007230075325e-19,0.7445,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,54.97473112338101,6.9519279021320425e-12,0.462,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,53.493212250712254,1.4390912613073698e-11,0.4495,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,68.69836214428652,8.10853943711703e-15,0.5773,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,51.081055964657985,4.701376437289403e-11,0.4293,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,57.63085146855231,1.884672871355584e-12,0.4843,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,44.3860080786383,1.2495030703638882e-09,0.373,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,15.65040183263614,0.0013373303771902466,0.1315,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,59.234239074813225,8.567013646905441e-13,0.4978,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,75.43683796511927,2.9206350674557984e-16,0.6339,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,76.91485819715894,1.4081086343359127e-16,0.6463,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,86.5966060572768,1.178711295876049e-18,0.7277,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,84.60219264349213,3.1589552131822817e-18,0.7109,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,90.91178383226816,1.3954291381866727e-19,0.764,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,30.502223983465697,1.0820019540617757e-06,0.2563,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,77.5938966163005,1.0070381127882198e-16,0.652,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,76.30324074074072,1.9043955367611398e-16,0.6412,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,98.52835347989321,3.2203505559205125e-21,0.828,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,73.13528216034784,9.092844660394755e-16,0.6146,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,62.40502994181315,1.7999855784913906e-13,0.5244,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,65.76527842770236,3.4407166963123076e-14,0.5526,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,14.671988493347742,0.002119536274276174,0.1233,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,79.01460569216574,4.9932783939398246e-17,0.664,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,88.92947161964871,3.7194375762899985e-19,0.7473,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,85.730413808082,1.8086924137979083e-18,0.7204,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,80.21944148621469,2.75401018360362e-17,0.6741,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,74.09168136492019,5.672413460955806e-16,0.6226,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,81.0025441147954,1.870578725816026e-17,0.6807,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,55.0432539593925,6.72181988789273e-12,0.4625,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,81.0861735762144,1.7948775375229306e-17,0.6814,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,69.73076923076923,4.874247134003634e-15,0.586,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,80.25626501561098,2.7043735116787813e-17,0.6744,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,68.74474615270599,7.925249594040553e-15,0.5777,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,59.68282635916248,6.870775213878538e-13,0.5015,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,65.1055090809026,4.7620130952185997e-14,0.5471,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,26.24466214539745,8.476101650186308e-06,0.2205,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,72.09020044130465,1.5226277996566643e-15,0.6058,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,85.2361111111111,2.309265848722326e-18,0.7163,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,88.46493978027137,4.679900664850668e-19,0.7434,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,78.2659369488269,7.226708078034309e-17,0.6577,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,73.27045983518902,8.506223105953751e-16,0.6157,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,77.83208955223881,8.95307104599064e-17,0.6541,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Balanced,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,26.582361257316613,7.201988888470906e-06,0.2234,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,64.15890038233289,7.590279533785897e-14,0.5392,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,52.60378635243775,2.2269679037997352e-11,0.442,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,61.423202514039744,2.918319038140258e-13,0.5162,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,51.04438028627192,4.7867292178951704e-11,0.4289,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,44.271679423247875,1.3213782066137727e-09,0.372,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,40.79255064076072,7.236367907535274e-09,0.3428,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,6.139134966128154,0.10503377194895876,0.0516,Fail to Reject H0 (Models Equivalent),Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,74.75416011341139,4.0906793619509546e-16,0.6282,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,69.19230769230766,6.356179557801354e-15,0.5814,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,81.58415168565028,1.4034540612428746e-17,0.6856,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,87.14379345881852,8.993413294814313e-19,0.7323,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,89.95853678634487,2.2359540370291156e-19,0.756,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,93.59460547504031,3.7010343352235215e-20,0.7865,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,51.17590011319194,4.4876377260705945e-11,0.43,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,54.84703342055432,7.401963464958147e-12,0.4609,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,56.452085687382294,3.364060837892979e-12,0.4744,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,63.64942543397633,9.754599293986203e-14,0.5349,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,49.08286341035389,1.2525325708036137e-10,0.4125,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,32.55827253171779,3.9912069477694544e-07,0.2736,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,33.221090621216405,2.892722775591468e-07,0.2792,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,14.321280300919488,0.002498905678627179,0.1203,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,60.79147059266904,3.9823260081142404e-13,0.5109,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,72.07009587020644,1.537802118026049e-15,0.6056,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,83.01148468586865,6.933214088063944e-18,0.6976,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,84.95931691246497,2.6478218678297877e-18,0.7139,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,88.2936701744918,5.093493584031705e-19,0.742,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,88.51695271100725,4.561072895450397e-19,0.7438,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,36.74373772232543,5.2131642433128304e-08,0.3088,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,79.64739128447316,3.653155204971977e-17,0.6693,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,74.25264394829614,5.239312631018208e-16,0.624,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,101.78433360124953,6.423902735690698e-22,0.8553,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,69.96297145769624,4.346978913381217e-15,0.5879,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,77.20578987092944,1.2197209195561286e-16,0.6488,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,87.60495314591697,7.159879662107741e-19,0.7362,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,14.601354721420064,0.0021910435369630887,0.1227,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,86.43291864626715,1.2780564974901557e-18,0.7263,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,82.01630656064239,1.1336450461425332e-17,0.6892,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,82.78848606020206,7.74083185504595e-18,0.6957,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,77.84207872224329,8.909023154413832e-17,0.6541,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,76.28143902586085,1.9250005155171367e-16,0.641,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,80.41623324953697,2.4989180910812755e-17,0.6758,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,22.054587884806374,6.354715715223757e-05,0.1853,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,84.36245150674402,3.5563170848952326e-18,0.7089,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,71.8846153846154,1.6851260558896175e-15,0.6041,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,91.55653635528904,1.0143867305249751e-19,0.7694,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,74.66431924882632,4.2761185025768923e-16,0.6274,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,75.30041646103366,3.124048996988937e-16,0.6328,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,80.47369763205832,2.4289869659318112e-17,0.6762,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,36.030188313816645,7.379128127267245e-08,0.3028,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,82.29484002380654,9.879005345770639e-18,0.6916,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,95.08992900258163,1.7659924409860818e-20,0.7991,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,89.303328519042,3.091622502118593e-19,0.7504,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,77.23132603076473,1.2044405956222973e-16,0.649,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,77.3800115290387,1.1191955658461846e-16,0.6503,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,76.44080702896191,1.7793701187579829e-16,0.6424,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,China,Neutral,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,19.9738822326125,0.00017187112806672995,0.1678,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,62.37128039166873,1.8301377329966316e-13,0.5241,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,51.960812368595654,3.0532346568896834e-11,0.4366,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,57.6802819083024,1.8394259955694487e-12,0.4847,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,51.434473220379026,3.952968918508295e-11,0.4322,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,45.40805599173844,7.577729259492153e-10,0.3816,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,34.47282310544189,1.574312133717995e-07,0.2897,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,36.251392088691475,6.625707573850532e-08,0.3046,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,66.94861512404105,1.9206636718821944e-14,0.5626,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,99.63001548239896,1.8665836070272127e-21,0.8372,Reject H0 (Models Differ),Do Not Pool
region,Project Management / Programme Management,Europe,Balanced,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,87.30279793361434,8.313506497093319e-19,0.7336,Reject H0 (Models Differ),Do Not Pool
