Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Test_Used,F_Statistic,P_Value,Effect_Size,Decision,Pooling_Recommendation
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,6.6994833524683886,0.08211877949266932,0.0563,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,7.105433028509943,0.06861211685486529,0.0597,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,29.220981780466666,2.0123201950289036e-06,0.2456,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,62.02623655913973,2.1689096567242102e-13,0.5212,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,54.913967070843604,7.162558077955221e-12,0.4615,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,56.271155460073345,3.676874209728569e-12,0.4729,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,65.82940280988227,3.333726376716048e-14,0.5532,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,70.18461799802921,3.896957178766403e-15,0.5898,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,36.38406028406033,6.211214431132029e-08,0.3057,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,66.82423968271378,2.0420524119376323e-14,0.5615,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,51.354878041431256,4.110393089632662e-11,0.4316,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,50.36912738401231,6.666290580780744e-11,0.4233,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,57.18458774198599,2.3469770412456904e-12,0.4805,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,44.335471361189,1.2807793635261025e-09,0.3726,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,49.29641758644631,1.1280358067375423e-10,0.4143,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,19.080287725742238,0.00026314459631712083,0.1603,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,52.22654295232483,2.679939151378777e-11,0.4389,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,72.76922429422432,1.0892494273007245e-15,0.6115,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,70.53755455680401,3.27450717874378e-15,0.5928,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,70.03433999641864,4.196675398100051e-15,0.5885,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,86.63362788211532,1.157334770362945e-18,0.728,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,70.63435008947457,3.1218838581758103e-15,0.5936,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,43.0985172413792,2.3452790658495954e-09,0.3622,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,64.73058446848631,5.727792621239395e-14,0.544,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,35.725243490359716,8.559974873621662e-08,0.3002,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,54.24686156551449,9.939544213403977e-12,0.4559,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,46.1322210113981,5.315978981138063e-10,0.3877,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,35.80087901817248,8.250569691074603e-08,0.3008,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,40.06672911085067,1.0313645210284358e-08,0.3367,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,8.207291265871412,0.041916361192574664,0.069,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,47.925545959609614,2.2086017551551763e-10,0.4027,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,58.9804191895668,9.706067885122734e-13,0.4956,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,62.9711118944543,1.362219266140697e-13,0.5292,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,63.44809110648133,1.0771132223689265e-13,0.5332,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,67.83094293545328,1.24342201952527e-14,0.57,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,63.63410822758397,9.828445416310924e-14,0.5347,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,12.866233496513853,0.004934996881438865,0.1081,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,47.93583135834771,2.197499231880259e-10,0.4028,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,37.88057692307693,2.995901150745376e-08,0.3183,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,50.05256703987085,7.785866191700443e-11,0.4206,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,44.69340522706371,1.0750345198424407e-09,0.3756,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,24.86287182692938,1.6494147352291747e-05,0.2089,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,3.266883317858213,0.35227853043090945,0.0275,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,12.828104663367832,0.0050234769588546994,0.1078,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,45.36823102310229,7.726882756017859e-10,0.3812,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,77.17662613284386,1.237409096652978e-16,0.6485,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,79.37053385273788,4.1884097571697877e-17,0.667,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,81.5118239921337,1.4545073617575202e-17,0.685,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,82.71943322223974,8.009498048544626e-18,0.6951,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,89.27588916864255,3.1338597366324765e-19,0.7502,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,57.07592592592587,2.475740903474127e-12,0.4796,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,36.29309835696602,6.492512527429601e-08,0.305,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,34.5974886625298,1.4817060288243336e-07,0.2907,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,29.749992306249975,1.5576835740189007e-06,0.25,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,33.63009777046783,2.3713893501749226e-07,0.2826,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,21.88728993872297,6.88500278863648e-05,0.1839,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,5.878967596262416,0.11764951156364241,0.0494,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,7.514828309115879,0.057178670892036446,0.0631,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,41.8903558241153,4.232931584927245e-09,0.352,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,68.27583169735236,9.986004810101257e-15,0.5737,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,68.4296346618357,9.256968517646943e-15,0.575,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,65.48256898309721,3.954852582109329e-14,0.5503,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,73.94133947251568,6.10920360000623e-16,0.6214,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,78.17141818942513,7.571973163429317e-17,0.6569,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,31.232349695765954,7.594785572703167e-07,0.2625,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,61.912528438703816,2.2937532572305436e-13,0.5203,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,46.100380612548335,5.399499406581358e-10,0.3874,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,51.12628510531591,4.5982090864033574e-11,0.4296,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,48.992302801977885,1.3093882201129383e-10,0.4117,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,41.652026967426686,4.75565342505785e-09,0.35,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,44.31297064192175,1.2949551417713923e-09,0.3724,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,10.254979718962725,0.0165185441906396,0.0862,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,54.565697671293954,8.498851700827314e-12,0.4585,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,79.31187942727955,4.311507844389241e-17,0.6665,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,74.70802136575037,4.184886916872631e-16,0.6278,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,75.46718325250389,2.8772195625697463e-16,0.6342,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,84.48345082329676,3.349885102667587e-18,0.7099,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,79.56785374393445,3.799511652017467e-17,0.6686,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,33.34963476205805,2.7176032726949863e-07,0.2802,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,72.03933531926957,1.561312346604756e-15,0.6054,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,54.83183598633222,7.457425511127107e-12,0.4608,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,69.83877882986147,4.621472861801598e-15,0.5869,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,61.49838630839673,2.812316518142653e-13,0.5168,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,52.13120451005549,2.808310034499575e-11,0.4381,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,58.20275482093661,1.4227301156561545e-12,0.4891,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,11.931206293706325,0.007622572576074907,0.1003,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,57.20366127608346,2.325075625157725e-12,0.4807,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,72.24248480190062,1.4124453287981094e-15,0.6071,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,63.506479385822175,1.0465891486299676e-13,0.5337,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,63.739602379434565,9.330952167984555e-14,0.5356,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,81.319391887893,1.5995615132634964e-17,0.6834,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,63.59495980862926,1.0019733816702045e-13,0.5344,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,5.16637529137525,0.16001191886143587,0.0434,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,41.700025225363625,4.645434917217382e-09,0.3504,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,24.997037718491292,1.5462534362489792e-05,0.2101,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,36.86114015748031,4.923405657461028e-08,0.3098,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,32.61810071076053,3.876938502306153e-07,0.2741,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,24.70703209686007,1.777883981597363e-05,0.2076,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,1.0590327140549332,0.7869717972289841,0.0089,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,17.587513028976442,0.0005349691485475294,0.1478,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,37.39287707204988,3.79975071735013e-08,0.3142,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,71.06155345656698,2.5288588833327824e-15,0.5972,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,77.7154797935873,9.483660654831633e-17,0.6531,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,71.09742760137341,2.484512911556217e-15,0.5975,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,80.45576878837419,2.4505928350888076e-17,0.6761,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,82.31145610581333,9.798235991484566e-18,0.6917,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,83.38623188405796,5.761222777810915e-18,0.7007,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,38.003674181892826,2.8214168794535e-08,0.3194,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,32.44913793103445,4.208376815565197e-07,0.2727,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,43.33489882728644,2.089301706599428e-09,0.3642,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,38.63279837747367,2.076093989235837e-08,0.3246,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,19.47892495698072,0.0002176284093537383,0.1637,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,5.560850027070978,0.13504407417773204,0.0467,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,7.312347326475807,0.06258124127876101,0.0614,Fail to Reject H0 (Models Equivalent),Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,39.185653043038464,1.5853824555180358e-08,0.3293,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,68.5944011674718,8.534887527928902e-15,0.5764,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,59.822578620598236,6.414319581254467e-13,0.5027,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,51.27899496388771,4.266304970776364e-11,0.4309,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,68.58296398891962,8.583139224667027e-15,0.5763,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,67.74893038670163,1.2947087249822077e-14,0.5693,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,42.75760783625524,2.7705935964780973e-09,0.3593,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,66.60832237731222,2.2712772087091028e-14,0.5597,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,44.06368126144889,1.4628984843363656e-09,0.3703,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,53.91207632217825,1.171566753653979e-11,0.453,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,53.282559579077656,1.5958960821569533e-11,0.4478,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,40.96207192074829,6.661452897505696e-09,0.3442,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,54.02852924725874,1.1064497204411491e-11,0.454,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,11.123714285714316,0.011075374028902196,0.0935,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,47.33175170894477,2.9543235339379287e-10,0.3977,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,75.35967678243108,3.034003528064555e-16,0.6333,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,67.45445409825433,1.4969169249716576e-14,0.5668,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,68.73061134631666,7.980661226952806e-15,0.5776,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,70.10218010213691,4.0586216754516956e-15,0.5891,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,74.10208131313124,5.643379363031901e-16,0.6227,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,39.18265906932572,1.5876997539046586e-08,0.3293,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,68.55543944143432,8.70038174888109e-15,0.5761,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,55.66523933391136,4.95200110349387e-12,0.4678,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,58.31910524043296,1.3436211630882782e-12,0.4901,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,56.01094497493666,4.178403413730353e-12,0.4707,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,60.548417827751926,4.4882028166869996e-13,0.5088,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,55.089627778845596,6.5704253855076435e-12,0.4629,Reject H0 (Models Differ),Do Not Pool
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,16.748148148148132,0.0007962290855532835,0.1407,Reject H0 (Models Differ),Do Not Pool
