Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Provider,Mean,Std_Dev,Sample_Size
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,anthropic,1.8333,0.379,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,google,1.6667,0.6065,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,openai,2.1667,0.379,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,openrouter,4.4347,0.8227,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,anthropic,2.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,google,2.5333,0.7303,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,openai,2.2,0.4068,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,openrouter,4.8333,0.5921,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,anthropic,2.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,google,3.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,openai,3.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,openrouter,2.9667,0.3198,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,deepseek,1.9667,0.3198,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,minimax,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,qwen,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,tencent,2.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,deepseek,1.9667,0.3198,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,minimax,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,qwen,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,tencent,2.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,deepseek,1.8667,0.4342,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,minimax,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,qwen,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,tencent,2.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,deepseek,1.9,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,minimax,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,qwen,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,tencent,2.1333,0.3457,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,deepseek,1.2233,0.415,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,minimax,1.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,qwen,2.0223,0.1223,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,tencent,1.3,0.4661,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,deepseek,1.4667,0.5074,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,minimax,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,qwen,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,tencent,1.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,deepseek,2.9,0.4026,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,minimax,3.0,0.2626,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,qwen,3.0667,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,tencent,3.3,0.4661,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Hireability_Score,mistral,2.9333,0.5208,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Competence_Score,mistral,2.5333,0.5074,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Fit_Score,mistral,2.8,0.8867,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Performance_Score,mistral,3.0,0.7878,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Leadership_Avg,mistral,2.2333,0.4302,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Status_Score,mistral,2.6667,0.6609,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,EU,Warmth_Score,mistral,3.1667,0.4611,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Hireability_Score,sealion,3.0667,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Competence_Score,sealion,2.8333,0.379,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Fit_Score,sealion,3.8667,0.5074,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Performance_Score,sealion,3.8667,0.4342,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Leadership_Avg,sealion,1.944,0.2167,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Status_Score,sealion,2.8333,0.379,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,SEA,Warmth_Score,sealion,3.1667,0.379,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,anthropic,2.4333,0.504,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,google,2.3333,0.5467,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,openai,2.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,openrouter,4.3,0.7022,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,anthropic,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,google,2.7333,0.5208,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,openai,2.3667,0.4901,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,openrouter,3.4,0.4983,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,anthropic,2.2667,0.4498,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,google,1.8,0.6103,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,openai,2.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,openrouter,5.2333,0.6789,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,anthropic,2.4,0.4983,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,google,2.4333,0.6789,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,openai,2.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,openrouter,5.2333,0.6789,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,anthropic,1.5,0.5085,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,google,1.2667,0.4498,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,openai,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,openrouter,3.154,1.0475,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,anthropic,1.9,0.3051,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,google,1.9667,0.4138,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,openai,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,openrouter,4.2667,0.5833,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,anthropic,3.0,0.3714,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,google,3.1333,0.3457,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,openai,3.3,0.4661,30
region,Procurement / Sourcing / Supply Chain,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,openrouter,3.0333,0.6687,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,deepseek,2.8,0.9248,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,minimax,2.5333,0.5713,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,qwen,3.1667,0.379,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,tencent,3.6,0.4983,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,deepseek,2.5333,0.6288,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,minimax,2.2667,0.4498,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,qwen,2.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,tencent,2.8667,0.3457,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,deepseek,2.8667,0.7303,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,minimax,2.6333,0.5561,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,qwen,3.1333,0.4342,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,tencent,3.5667,0.5683,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,deepseek,3.1333,0.8193,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,minimax,2.7,0.535,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,qwen,3.1333,0.4342,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,tencent,3.6,0.4983,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,deepseek,1.778,0.4409,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,minimax,2.0443,0.1903,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,qwen,2.1667,0.379,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,tencent,2.0,0.0,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Status_Score,deepseek,2.2667,0.5833,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Status_Score,minimax,2.4,0.4983,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Status_Score,qwen,2.9333,0.2537,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Status_Score,tencent,2.5333,0.5074,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,deepseek,2.7333,0.5833,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,minimax,3.0,0.2626,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,qwen,2.8667,0.3457,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,tencent,3.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Hireability_Score,mistral,4.1667,0.379,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Competence_Score,mistral,3.2333,0.4302,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Fit_Score,mistral,4.5667,0.5683,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Performance_Score,mistral,4.5667,0.504,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Leadership_Avg,mistral,3.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Status_Score,mistral,3.5667,0.504,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,EU,Warmth_Score,mistral,2.9,0.4026,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Hireability_Score,sealion,4.2,0.4842,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Competence_Score,sealion,3.2333,0.4302,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Fit_Score,sealion,5.2,0.4842,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Performance_Score,sealion,4.6333,0.7649,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Leadership_Avg,sealion,2.3103,0.4099,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Status_Score,sealion,3.2333,0.4302,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,SEA,Warmth_Score,sealion,2.7,0.4661,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,anthropic,3.7333,0.5833,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,google,5.1333,0.6814,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,openai,4.0333,0.3198,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,openrouter,5.0333,0.3198,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,anthropic,2.4667,0.5074,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,google,3.9,0.3051,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,openai,3.0667,0.2537,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,openrouter,3.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,anthropic,3.5,0.6297,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,google,5.1,0.8449,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,openai,4.0333,0.3198,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,openrouter,5.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,anthropic,3.6333,0.6149,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,google,5.1667,0.6989,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,openai,4.0333,0.3198,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,openrouter,5.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,anthropic,1.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,google,2.311,0.532,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,openai,2.1333,0.3457,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,openrouter,3.7693,0.4724,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,anthropic,2.6333,0.6149,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,google,3.6667,0.5467,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,openai,2.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,openrouter,4.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,anthropic,2.7,0.4661,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,google,3.0,0.0,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,openai,3.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,openrouter,3.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,deepseek,2.3,0.596,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,minimax,2.1667,0.4611,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,qwen,2.9667,0.3198,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,tencent,3.1667,0.5921,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Competence_Score,deepseek,2.2667,0.4498,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Competence_Score,minimax,2.0667,0.2537,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Competence_Score,qwen,2.4,0.4983,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Competence_Score,tencent,2.5,0.5085,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Fit_Score,deepseek,2.5,0.6297,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Fit_Score,minimax,2.2667,0.5208,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Fit_Score,qwen,2.8333,0.4611,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Fit_Score,tencent,3.1667,0.5921,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Performance_Score,deepseek,2.6667,0.7581,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Performance_Score,minimax,2.3333,0.5467,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Performance_Score,qwen,2.9333,0.3651,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Performance_Score,tencent,3.1667,0.5921,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,deepseek,1.4777,0.5079,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,minimax,2.0,0.2626,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,qwen,2.0333,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,tencent,1.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Status_Score,deepseek,1.8667,0.5713,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Status_Score,minimax,2.1,0.3051,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Status_Score,qwen,2.5,0.5085,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Status_Score,tencent,2.2667,0.4498,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,deepseek,2.7667,0.6261,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,minimax,3.0,0.3714,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,qwen,3.0667,0.2537,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,tencent,3.3333,0.4795,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Hireability_Score,mistral,3.6333,0.5561,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Competence_Score,mistral,2.9333,0.3651,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Fit_Score,mistral,3.9333,0.5208,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Performance_Score,mistral,3.9333,0.4498,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Leadership_Avg,mistral,2.6667,0.5467,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Status_Score,mistral,3.0,0.3714,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,EU,Warmth_Score,mistral,3.2333,0.5683,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Hireability_Score,sealion,3.6,0.6215,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Competence_Score,sealion,2.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Fit_Score,sealion,4.5333,0.6288,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Performance_Score,sealion,4.2,0.5509,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Leadership_Avg,sealion,1.9777,0.1223,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Status_Score,sealion,2.9667,0.1826,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,SEA,Warmth_Score,sealion,2.9333,0.3651,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,anthropic,3.3,0.535,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,google,4.5333,0.8996,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,openai,3.8333,0.379,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,openrouter,4.4667,0.5074,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,anthropic,2.1333,0.3457,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,google,3.5667,0.504,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,openai,2.9,0.3051,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,openrouter,3.4667,0.5074,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,anthropic,3.1667,0.4611,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,google,4.6,1.1326,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,openai,3.8333,0.379,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,openrouter,5.4,0.4983,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,anthropic,3.1667,0.4611,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,google,4.4333,0.8976,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,openai,3.8333,0.379,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,openrouter,5.4,0.4983,30
region,Procurement / Sourcing / Supply Chain,USA,Balanced,Entry-Level,Communal,USA,Leadership_Avg,anthropic,1.8333,0.379,30
