Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Provider,Mean,Std_Dev,Sample_Size
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,China,Warmth_Score,minimax,2.9,0.3051,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,China,Warmth_Score,qwen,2.7333,0.4498,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,China,Warmth_Score,tencent,3.0,0.0,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Hireability_Score,mistral,4.1,0.6074,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Competence_Score,mistral,3.3,0.535,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Fit_Score,mistral,4.9333,0.8277,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Performance_Score,mistral,4.6667,0.6609,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Leadership_Avg,mistral,3.2,0.5509,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Status_Score,mistral,3.9,0.5477,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,EU,Warmth_Score,mistral,2.7,0.4661,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Hireability_Score,sealion,3.9667,0.4901,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Competence_Score,sealion,3.1,0.3051,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Fit_Score,sealion,4.9667,0.4901,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Performance_Score,sealion,4.1333,0.7303,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Leadership_Avg,sealion,2.2217,0.3951,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Status_Score,sealion,3.2333,0.504,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,SEA,Warmth_Score,sealion,2.6333,0.4901,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Hireability_Score,anthropic,3.7333,0.9072,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Hireability_Score,google,3.7333,0.9072,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Hireability_Score,openai,3.8,0.4068,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Hireability_Score,openrouter,4.9667,0.4138,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Competence_Score,anthropic,2.6,0.4983,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Competence_Score,google,3.3333,0.4795,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Competence_Score,openai,2.9333,0.2537,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Competence_Score,openrouter,3.9,0.3051,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Fit_Score,anthropic,3.7667,0.8976,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Fit_Score,google,4.0333,0.8503,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Fit_Score,openai,3.8,0.4068,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Fit_Score,openrouter,5.9,0.3051,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Performance_Score,anthropic,3.7333,0.9072,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Performance_Score,google,4.1,0.8847,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Performance_Score,openai,3.8,0.4068,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Performance_Score,openrouter,5.8667,0.3457,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,anthropic,2.1667,0.4611,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,google,2.1667,0.6108,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,openai,2.532,0.4075,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,openrouter,4.1917,0.6596,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Status_Score,anthropic,2.8,0.8052,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Status_Score,google,3.2667,0.7397,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Status_Score,openai,2.8,0.4068,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Status_Score,openrouter,4.8667,0.3457,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Warmth_Score,anthropic,2.4667,0.5074,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Warmth_Score,google,3.0333,0.1826,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Warmth_Score,openai,3.0333,0.1826,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Agentic,USA,Warmth_Score,openrouter,3.0,0.3714,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Hireability_Score,deepseek,2.1,0.7589,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Hireability_Score,minimax,2.1,0.4026,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Hireability_Score,qwen,3.0,0.5872,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Hireability_Score,tencent,3.1667,0.6989,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Competence_Score,deepseek,2.2333,0.504,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Competence_Score,minimax,2.0667,0.2537,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Competence_Score,qwen,2.5667,0.504,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Competence_Score,tencent,2.6,0.4983,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Fit_Score,deepseek,2.3333,0.9223,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Fit_Score,minimax,2.1333,0.4342,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Fit_Score,qwen,3.0,0.5872,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Fit_Score,tencent,3.1667,0.6989,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Performance_Score,deepseek,2.3333,0.8841,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Performance_Score,minimax,2.1333,0.4342,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Performance_Score,qwen,3.0,0.5872,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Performance_Score,tencent,3.1667,0.6989,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Leadership_Avg,deepseek,1.3557,0.479,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Leadership_Avg,minimax,2.1567,0.3598,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Leadership_Avg,qwen,2.1113,0.2951,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Leadership_Avg,tencent,2.1667,0.4611,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Status_Score,deepseek,1.7667,0.7279,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Status_Score,minimax,2.1667,0.379,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Status_Score,qwen,2.8667,0.3457,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Status_Score,tencent,2.3,0.4661,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Warmth_Score,deepseek,2.7,0.535,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Warmth_Score,minimax,3.0,0.2626,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Warmth_Score,qwen,3.0,0.2626,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,China,Warmth_Score,tencent,3.1333,0.3457,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Hireability_Score,mistral,3.5,0.6297,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Competence_Score,mistral,2.9667,0.4138,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Fit_Score,mistral,4.2333,0.9714,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Performance_Score,mistral,4.2,0.9248,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Leadership_Avg,mistral,2.7447,0.5651,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Status_Score,mistral,3.4333,0.6261,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,EU,Warmth_Score,mistral,3.2,0.4068,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Hireability_Score,sealion,3.5,0.6823,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Competence_Score,sealion,3.0333,0.3198,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Fit_Score,sealion,4.4,0.9322,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Performance_Score,sealion,4.0,0.5872,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Leadership_Avg,sealion,2.0663,0.2956,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Status_Score,sealion,2.9667,0.4901,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,SEA,Warmth_Score,sealion,3.0667,0.2537,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Hireability_Score,anthropic,3.1,0.8449,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Hireability_Score,google,3.0,1.0505,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Hireability_Score,openai,3.4667,0.5713,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Hireability_Score,openrouter,4.6333,0.6687,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Competence_Score,anthropic,2.2667,0.5208,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Competence_Score,google,3.0667,0.5833,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Competence_Score,openai,2.7,0.4661,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Competence_Score,openrouter,3.7,0.4661,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Fit_Score,anthropic,3.1333,0.8604,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Fit_Score,google,2.8667,1.0417,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Fit_Score,openai,3.4333,0.6789,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Fit_Score,openrouter,5.5333,0.8193,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Performance_Score,anthropic,3.1,0.8449,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Performance_Score,google,3.1333,0.9732,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Performance_Score,openai,3.4333,0.6789,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Performance_Score,openrouter,5.5,0.82,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Leadership_Avg,anthropic,1.9,0.4807,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Leadership_Avg,google,1.7667,0.6789,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Leadership_Avg,openai,2.2543,0.3351,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Leadership_Avg,openrouter,3.535,0.7785,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Status_Score,anthropic,2.2667,0.6397,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Status_Score,google,2.5667,0.8172,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Status_Score,openai,2.4667,0.5713,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Status_Score,openrouter,4.5333,0.6814,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Warmth_Score,anthropic,2.8333,0.4611,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Warmth_Score,google,3.2333,0.4302,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Warmth_Score,openai,3.1,0.3051,30
region,Sales / Business Development,Europe,Balanced,Senior-Level,Communal,USA,Warmth_Score,openrouter,3.1333,0.4342,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Hireability_Score,deepseek,3.5333,1.0743,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Hireability_Score,minimax,2.7333,0.5208,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Hireability_Score,qwen,3.9,0.4807,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Hireability_Score,tencent,4.1667,0.6477,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Competence_Score,deepseek,2.7667,0.6789,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Competence_Score,minimax,2.3667,0.4901,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Competence_Score,qwen,2.8667,0.4342,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Competence_Score,tencent,3.1333,0.5713,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Fit_Score,deepseek,4.2667,1.0148,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Fit_Score,minimax,2.9,0.5477,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Fit_Score,qwen,4.0,0.5252,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Fit_Score,tencent,4.1667,0.6477,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Performance_Score,deepseek,4.1,1.0619,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Performance_Score,minimax,2.9,0.4807,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Performance_Score,qwen,3.9,0.4807,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Performance_Score,tencent,4.1667,0.6477,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Leadership_Avg,deepseek,2.1367,0.6508,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Leadership_Avg,minimax,2.5013,0.4859,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Leadership_Avg,qwen,2.8333,0.379,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Leadership_Avg,tencent,2.3333,0.4795,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Status_Score,deepseek,2.7667,0.7279,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Status_Score,minimax,2.6667,0.4795,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Status_Score,qwen,2.9,0.3051,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Status_Score,tencent,2.5,0.5085,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Warmth_Score,deepseek,2.7667,0.504,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Warmth_Score,minimax,2.7333,0.4498,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Warmth_Score,qwen,2.7333,0.4498,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,China,Warmth_Score,tencent,3.0,0.2626,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Hireability_Score,mistral,4.7667,0.4302,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Competence_Score,mistral,3.7667,0.4302,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Fit_Score,mistral,5.7,0.535,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Performance_Score,mistral,5.1333,0.5713,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Leadership_Avg,mistral,3.6667,0.4795,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Status_Score,mistral,4.2,0.4842,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,EU,Warmth_Score,mistral,2.8,0.4068,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Hireability_Score,sealion,4.6,0.4983,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Competence_Score,sealion,3.4667,0.5074,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Fit_Score,sealion,5.6,0.4983,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Performance_Score,sealion,4.9,0.8449,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Leadership_Avg,sealion,2.4563,0.4509,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Status_Score,sealion,3.5333,0.5074,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,SEA,Warmth_Score,sealion,2.7333,0.4498,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Hireability_Score,anthropic,4.1333,0.8193,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Hireability_Score,google,5.0333,0.9279,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Hireability_Score,openai,4.7,0.4661,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Hireability_Score,openrouter,5.6333,0.4901,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Competence_Score,anthropic,2.8,0.4068,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Competence_Score,google,3.8,0.4842,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Competence_Score,openai,3.7333,0.4498,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Competence_Score,openrouter,4.0333,0.1826,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Fit_Score,anthropic,4.3,0.7497,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Fit_Score,google,5.4,0.855,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Fit_Score,openai,4.6667,0.5467,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Fit_Score,openrouter,6.0,0.0,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Performance_Score,anthropic,4.1333,0.8193,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Performance_Score,google,5.4333,0.7739,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Performance_Score,openai,4.7,0.4661,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Performance_Score,openrouter,6.0,0.0,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,anthropic,2.1333,0.3457,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,google,2.2677,0.459,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,openai,2.6887,0.4545,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,openrouter,4.235,0.4639,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Status_Score,anthropic,2.9,0.5477,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Status_Score,google,3.5,0.6823,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Status_Score,openai,3.0,0.0,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Status_Score,openrouter,5.0333,0.1826,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Warmth_Score,anthropic,2.3,0.4661,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Warmth_Score,google,2.9667,0.1826,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Warmth_Score,openai,3.3,0.4661,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Agentic,USA,Warmth_Score,openrouter,3.2333,0.4302,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Hireability_Score,deepseek,3.3333,1.1547,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Hireability_Score,minimax,2.8333,0.4611,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Hireability_Score,qwen,3.6,0.6215,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Hireability_Score,tencent,3.8667,0.8604,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Competence_Score,deepseek,2.7,0.6513,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Competence_Score,minimax,2.3,0.4661,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Competence_Score,qwen,2.8667,0.3457,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Competence_Score,tencent,2.9,0.4026,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Fit_Score,deepseek,4.0,1.3131,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Fit_Score,minimax,3.0,0.6433,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Fit_Score,qwen,3.7333,0.6915,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Fit_Score,tencent,3.8667,0.8604,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Performance_Score,deepseek,3.8667,1.1666,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Performance_Score,minimax,2.9333,0.3651,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Performance_Score,qwen,3.6,0.6215,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Performance_Score,tencent,3.8667,0.8604,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Leadership_Avg,deepseek,2.1003,0.5079,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Leadership_Avg,minimax,2.4337,0.4647,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Leadership_Avg,qwen,2.4903,0.3993,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Leadership_Avg,tencent,2.2333,0.4302,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Status_Score,deepseek,2.6,0.7701,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Status_Score,minimax,2.6333,0.4901,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Status_Score,qwen,2.8,0.4068,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Status_Score,tencent,2.6,0.4983,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Warmth_Score,deepseek,2.9667,0.4901,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Warmth_Score,minimax,2.9,0.3051,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Warmth_Score,qwen,3.0667,0.2537,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,China,Warmth_Score,tencent,3.1667,0.379,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Hireability_Score,mistral,4.4,0.6747,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Competence_Score,mistral,3.5,0.5085,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Fit_Score,mistral,5.2,1.0635,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Performance_Score,mistral,4.8,0.7144,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Leadership_Avg,mistral,3.1887,0.572,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Status_Score,mistral,3.8,0.5509,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,EU,Warmth_Score,mistral,3.0667,0.3651,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Hireability_Score,sealion,4.0667,0.6915,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Competence_Score,sealion,3.0667,0.2537,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Fit_Score,sealion,5.0,0.9469,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Performance_Score,sealion,4.2,0.7144,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Leadership_Avg,sealion,2.1227,0.2843,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Status_Score,sealion,3.0667,0.5208,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,SEA,Warmth_Score,sealion,3.0333,0.3198,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Hireability_Score,anthropic,3.9333,0.9072,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Hireability_Score,google,4.9667,1.0334,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Hireability_Score,openai,4.3667,0.6687,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Hireability_Score,openrouter,5.1,0.712,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Competence_Score,anthropic,2.6333,0.4901,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Competence_Score,google,3.7667,0.6261,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Competence_Score,openai,3.4333,0.504,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Competence_Score,openrouter,3.9667,0.1826,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Fit_Score,anthropic,4.0,0.9097,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Fit_Score,google,5.1667,1.2058,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Fit_Score,openai,4.3667,0.6687,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Fit_Score,openrouter,5.8667,0.7303,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Performance_Score,anthropic,3.9,0.8847,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Performance_Score,google,5.0333,1.1592,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Performance_Score,openai,4.3667,0.6687,30
region,Sales / Business Development,Europe,Neutral,Entry-Level,Communal,USA,Performance_Score,openrouter,5.8667,0.7303,30
