Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Normality_p_value,Levene_p_value,Assumptions_Passed
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,China,Warmth_Score,5.981489887632116e-10,0.1291071928544226,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Hireability_Score,1.0237458343941192e-09,0.004056305449004725,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Competence_Score,1.7832852553163657e-10,0.031324999046221894,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Fit_Score,3.9459575180086117e-10,0.006953907685907625,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Performance_Score,8.605978488321693e-09,0.3688856728976018,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Leadership_Avg,4.4017198651534915e-11,0.0012681570689331175,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Status_Score,7.766376725845942e-12,0.0014470209443846911,False
region,Sales / Business Development,Singapore,Balanced,Entry-Level,Communal,USA,Warmth_Score,5.981489887632116e-10,0.03481561223462301,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Hireability_Score,2.668837540073413e-09,0.2302192989847399,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Competence_Score,1.7832852553163528e-10,0.14593874457736386,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Fit_Score,2.9968862541884333e-07,0.18018832948023228,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Performance_Score,8.37493174998655e-09,0.008276537491710374,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Leadership_Avg,2.3383835288163476e-10,0.00031500990078522375,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Status_Score,1.7832852553163528e-10,3.572140436947253e-05,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,China,Warmth_Score,0.0,4.8370856134737955e-06,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Hireability_Score,1.1276526727470863e-09,1.017194641235873e-05,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Competence_Score,7.766376725845942e-12,0.0003269495134863576,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Fit_Score,4.4017198651534915e-11,2.1933944237709827e-07,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Performance_Score,1.7832852553163657e-10,3.4248800034099995e-06,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,1.2046746012759735e-07,0.1070063251228082,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Status_Score,1.7832852553163657e-10,6.417071316015864e-05,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Agentic,USA,Warmth_Score,4.4017198651534915e-11,6.565010202892944e-05,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Hireability_Score,4.4017198651534915e-11,0.08122225215230751,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Competence_Score,4.4017198651534915e-11,7.283501314942967e-06,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Fit_Score,1.1276526727470863e-09,0.20716326087917097,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Performance_Score,1.7832852553163528e-10,0.033121955766948596,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Leadership_Avg,4.949244060876082e-11,4.961898967307119e-07,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Status_Score,7.766376725845856e-12,0.03567271661120014,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,China,Warmth_Score,0.0,0.010120211263296888,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Hireability_Score,2.898124516772836e-07,0.8772915399791444,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Competence_Score,4.432146465667962e-09,0.1778335126146427,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Fit_Score,1.2604695291892606e-08,0.17373637479331877,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Performance_Score,9.044610309137937e-08,0.950542277897621,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Leadership_Avg,3.317337834688198e-08,0.004001052867532418,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Status_Score,2.106946320370521e-07,0.8355400553972224,False
region,Sales / Business Development,Singapore,Balanced,Senior-Level,Communal,USA,Warmth_Score,4.432146465667962e-09,0.5336761161382488,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Hireability_Score,1.7492653388044867e-06,8.14032626323849e-05,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Competence_Score,1.0146373947552326e-08,0.08617187936455065,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Fit_Score,5.981489887632073e-10,3.717507727626513e-06,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Performance_Score,1.2534172922683787e-07,7.059415738922676e-07,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Leadership_Avg,1.0146373947552399e-08,0.49520391639658423,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Status_Score,4.432146465667962e-09,0.07042470833098913,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,China,Warmth_Score,7.766376725845856e-12,0.02425253540979012,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Hireability_Score,3.914394130713038e-08,0.011013072196584124,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Competence_Score,0.0,0.01857547226127321,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Fit_Score,0.0,0.0008752108588135207,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Performance_Score,0.0,4.930196776196566e-05,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,4.4321464656679315e-09,0.1325246512087916,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Status_Score,0.0,4.3279191479443585e-06,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Agentic,USA,Warmth_Score,0.0,8.937407386006061e-05,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Hireability_Score,5.741117064375102e-07,0.08287108055500772,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Competence_Score,4.432146465667962e-09,0.03539196426780138,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Fit_Score,3.3278512968696555e-07,0.02130830694785099,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Performance_Score,1.6485974623576748e-07,0.12236668392676366,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Leadership_Avg,1.0146373947552326e-08,0.07999598469613517,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Status_Score,6.640075540820341e-08,0.47799805337814794,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,China,Warmth_Score,1.1276526727470863e-09,0.0011251002761282743,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Hireability_Score,2.1508926330919544e-08,0.1722490442297131,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.0013355419031507883,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Fit_Score,7.766376725845856e-12,0.014735101738520277,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Performance_Score,1.5934545221135135e-10,0.09064006353038226,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Leadership_Avg,1.1276526727470863e-09,0.004295972549039797,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Status_Score,7.766376725845942e-12,0.0014751701092096889,False
region,Sales / Business Development,Singapore,Neutral,Entry-Level,Communal,USA,Warmth_Score,1.0146373947552326e-08,0.19383154017661683,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Hireability_Score,1.0146373947552326e-08,0.22852863827045844,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Competence_Score,5.981489887632116e-10,0.13205618937429667,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Fit_Score,1.0232811721894976e-07,0.7523545336139865,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Performance_Score,1.0232811721894976e-07,0.5548990892358137,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Leadership_Avg,1.7832852553163528e-10,0.01370815358799283,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Status_Score,7.766376725845942e-12,0.005802994815418045,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,China,Warmth_Score,7.766376725845856e-12,0.00731382346372951,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Hireability_Score,4.432146465667962e-09,0.00018155652463867594,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Competence_Score,7.766376725845856e-12,0.0002636486137419109,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Fit_Score,0.0,4.849609791915502e-07,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Performance_Score,0.0,1.8029326018446774e-10,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,2.5823324501374167e-09,0.011968081638769118,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,7.766376725845856e-12,8.822651450661772e-07,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,7.766376725845856e-12,2.052923835256564e-05,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,4.808123142059477e-09,0.03474086334962074,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,5.981489887632116e-10,0.17489531167300362,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,1.660497062626807e-08,0.08936647745847312,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,2.0942965174732143e-08,0.2755994389128731,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,1.3352294293855978e-08,0.11574161309509018,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,1.7832852553163528e-10,0.001072014644249717,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,7.766376725845856e-12,0.32713556129995897,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,6.727172222802827e-10,0.005356679130308889,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.00021826633006133533,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,2.2505692840914705e-11,1.3957367411684846e-05,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,2.2505692840914705e-11,0.0006687471834687795,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,3.317337834688198e-08,0.03541439784242408,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,2.9432415566184767e-11,4.4077438768833466e-05,False
region,Sales / Business Development,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,4.432146465667962e-09,0.7482395696814337,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,1.7492653388044867e-06,0.0006286984617643843,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,3.317337834688198e-08,0.003816876103842432,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,4.937704421682033e-07,6.332326846463337e-05,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,6.376526698603202e-06,7.795194704309341e-05,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,1.7682433600401896e-06,0.3127670845018605,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Status_Score,1.7324497589408543e-09,1.4014698036895016e-06,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,0.0,7.20248554006068e-05,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,5.981489887632116e-10,0.00014964617841611638,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,0.0,0.0037553408464574495,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,0.0,0.0005239329416520816,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,5.981489887632073e-10,0.005545190700184451,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,8.589748966090231e-09,0.045930323084224324,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,0.0,1.1901542955086189e-05,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,7.766376725845856e-12,0.01446285308460827,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,2.7454065372795686e-06,0.3994844215636072,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Competence_Score,5.981489887632073e-10,0.002564980008860094,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Fit_Score,1.256612982104215e-07,0.13528885817866346,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Performance_Score,1.43296270275307e-07,0.15100901353013021,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,6.640075540820181e-08,0.7720007694314185,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Status_Score,1.0146373947552326e-08,0.021078125762159963,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,1.7832852553163657e-10,0.19134672160897198,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,4.9500610032082666e-11,0.0011844026858716964,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.008208281785186206,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,3.9459575180086117e-10,0.011531443888464549,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,2.759776973132678e-08,0.35495524824538016,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Leadership_Avg,1.7832852553163528e-10,0.018103807249201184,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Status_Score,7.766376725845942e-12,6.775979954094671e-06,False
region,Sales / Business Development,USA,Balanced,Entry-Level,Communal,USA,Warmth_Score,1.7832852553163528e-10,0.001072014644249717,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Hireability_Score,4.432146465667962e-09,0.07586462194026831,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Competence_Score,4.4017198651534915e-11,0.0033107000588457783,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Fit_Score,2.0942965174732143e-08,0.03799806441201335,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Performance_Score,1.0146373947552326e-08,0.016703797874457842,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Leadership_Avg,5.660772476753971e-10,0.007110639843192887,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Status_Score,7.766376725845856e-12,0.0008948886456010325,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,China,Warmth_Score,0.0,0.002319725359278944,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Hireability_Score,4.808123142059477e-09,8.561139979643815e-07,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Competence_Score,7.766376725845942e-12,0.001444304559913786,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Fit_Score,1.7832852553163657e-10,1.0040491851264341e-05,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Performance_Score,5.981489887632073e-10,6.877736321134824e-05,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,2.3704813632401472e-06,0.6329330062204312,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Status_Score,5.981489887632073e-10,0.0013892640801020256,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Agentic,USA,Warmth_Score,0.0,4.5309786178466015e-08,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Hireability_Score,1.7832852553163528e-10,0.002544992799538088,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Competence_Score,7.766376725845856e-12,0.015393411853585183,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Fit_Score,1.6643906775360404e-08,0.06347651704978899,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Performance_Score,5.981489887632116e-10,0.0735659056746932,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Leadership_Avg,1.7832852553163528e-10,0.09622162749513635,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Status_Score,4.4017198651534915e-11,0.0533925964540219,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,China,Warmth_Score,7.766376725845856e-12,0.0003670130306855284,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Hireability_Score,4.1158110017537386e-08,0.0037498823628714113,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Competence_Score,1.0146373947552326e-08,0.42363118702015934,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Fit_Score,4.010813694519493e-09,0.008593810650227032,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Performance_Score,4.4365986811535084e-08,0.036705341223789614,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Leadership_Avg,3.317337834688198e-08,0.0001702785834959362,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Status_Score,2.898124516772836e-07,0.553213211299849,False
region,Sales / Business Development,USA,Balanced,Senior-Level,Communal,USA,Warmth_Score,4.4017198651534915e-11,0.3708409518423747,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Hireability_Score,1.3708970624995578e-06,2.25783638512283e-05,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Competence_Score,4.937704421682033e-07,0.030579922178308662,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Fit_Score,4.937704421682033e-07,0.003310700058845755,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Performance_Score,4.2368171819583706e-06,0.04841032153939698,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Leadership_Avg,4.897490013395953e-08,0.02510636750632285,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Status_Score,5.981489887632073e-10,0.07410586179189636,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,China,Warmth_Score,7.766376725845856e-12,0.04415140569733864,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Hireability_Score,2.0942965174731842e-08,0.010891097438173089,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Competence_Score,0.0,0.041359762114710645,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Fit_Score,0.0,0.00015728376572701658,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Performance_Score,0.0,1.7099897888000482e-07,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,8.37493174998655e-09,0.1830428941295023,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Status_Score,0.0,1.9840112816716083e-06,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Agentic,USA,Warmth_Score,7.766376725845942e-12,0.0003611345825196901,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Hireability_Score,1.4177086658571468e-07,0.0035694267089339286,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Competence_Score,7.766376725845942e-12,8.817630555713945e-06,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Fit_Score,2.6318372514625857e-07,0.0016668310359030593,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Performance_Score,2.3717619973143393e-08,0.0030722394866150517,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Leadership_Avg,3.9143941307130164e-08,0.4691356877379548,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Status_Score,4.4321464656679315e-09,0.024385351082731557,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,China,Warmth_Score,4.4017198651534915e-11,0.0001541961237626317,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Hireability_Score,2.1508926330919544e-08,0.1746857807976733,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.004906122501669639,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Fit_Score,1.8684826268388315e-11,0.02083155168840094,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Performance_Score,1.5934545221135135e-10,0.0075159742104273656,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Leadership_Avg,1.2208248846430834e-10,0.005868959805111149,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Status_Score,4.4017198651534915e-11,0.011288753272722845,False
region,Sales / Business Development,USA,Neutral,Entry-Level,Communal,USA,Warmth_Score,5.981489887632116e-10,0.06014026618588534,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Hireability_Score,2.0942965174732143e-08,0.047379617732894064,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Competence_Score,1.7324497589408543e-09,0.20742821635666425,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Fit_Score,1.4329627027530647e-07,0.010825081997731438,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Performance_Score,1.8231743635890917e-07,0.4154069541184672,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Leadership_Avg,4.788981487479443e-10,0.01742166326081796,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Status_Score,1.1276526727470863e-09,0.028277123595215583,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,China,Warmth_Score,7.766376725845856e-12,0.0001163056264685748,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Hireability_Score,1.1502053382187131e-07,9.45037367561422e-06,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Competence_Score,0.0,6.155082531736471e-05,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Fit_Score,0.0,2.389670768371426e-09,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Performance_Score,0.0,1.660882383759704e-07,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,2.0942965174732143e-08,0.15962937968104796,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Status_Score,0.0,8.762296219205289e-07,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Agentic,USA,Warmth_Score,7.766376725845856e-12,0.041359762114710645,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Hireability_Score,1.1276526727470863e-09,0.027499246974760187,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Competence_Score,4.4017198651534915e-11,0.2126436204559897,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Fit_Score,4.808123142059477e-09,0.0028562974796274686,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Performance_Score,4.897490013396004e-08,0.0440138722795302,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Leadership_Avg,1.3063553657047682e-09,0.0014635177383207107,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Status_Score,7.766376725845942e-12,1.157515840243283e-05,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,China,Warmth_Score,7.766376725845856e-12,0.014462853084608237,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Hireability_Score,1.9327547075319628e-09,0.007721201200930947,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Competence_Score,7.766376725845942e-12,4.250177624562007e-06,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Fit_Score,7.766376725845942e-12,9.790140453196517e-05,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Performance_Score,9.282848430411935e-10,0.007873993043163326,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Leadership_Avg,3.317337834688198e-08,0.00033864912755516007,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Status_Score,2.8416443620655673e-09,0.0048346714444490214,False
region,Sales / Business Development,USA,Neutral,Senior-Level,Communal,USA,Warmth_Score,5.981489887632116e-10,0.5023375228986726,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Hireability_Score,1.1276526727471026e-09,0.0007284795969632395,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Competence_Score,1.7832852553163657e-10,0.004796327393239883,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Fit_Score,1.6643906775360526e-08,0.0004579092087166463,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Performance_Score,1.1276526727471026e-09,0.0002443219705778191,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Leadership_Avg,0.0,0.00038964950809838384,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Status_Score,2.0942965174732514e-08,0.5003379894433437,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,China,Warmth_Score,0.0,1.941607885931122e-05,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,USA,Hireability_Score,1.1276526727470863e-09,0.011380017692692576,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,USA,Competence_Score,7.766376725845942e-12,4.954468034409531e-07,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,USA,Fit_Score,4.4017198651534915e-11,0.0005704315990764698,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,USA,Performance_Score,4.4017198651534915e-11,0.002229783100375193,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,7.520673659079666e-09,0.3058023315678622,False
standard,Procurement / Sourcing / Supply Chain,China,Balanced,Entry-Level,Agentic,USA,Status_Score,7.766376725845942e-12,4.761162274776996e-07,False
