Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Normality_p_value,Levene_p_value,Assumptions_Passed
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Agentic,USA,Warmth_Score,7.766376725845856e-12,0.029752078714039922,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Hireability_Score,1.7832852553163528e-10,0.02878834646252485,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Competence_Score,4.4017198651534915e-11,0.12952957509578925,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Fit_Score,1.7832852553163528e-10,0.014382971210022005,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Performance_Score,1.7832852553163528e-10,0.0016084439552656647,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Leadership_Avg,3.993394836134286e-08,0.00949640400659749,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Status_Score,0.0,0.007201234558810311,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,China,Warmth_Score,7.766376725845942e-12,0.0011240732581905524,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Hireability_Score,4.4017198651534915e-11,5.903450650265332e-07,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Competence_Score,4.4017198651534915e-11,4.923877611213352e-09,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Fit_Score,4.4017198651534915e-11,5.39567201099878e-06,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Performance_Score,4.4017198651534915e-11,5.2010106002436776e-08,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Leadership_Avg,2.6612134671432287e-11,0.03323797297147225,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Status_Score,7.766376725845856e-12,6.377546795661834e-07,False
region,Project Management / Programme Management,Singapore,Balanced,Entry-Level,Communal,USA,Warmth_Score,1.6643906775360404e-08,0.06624398180501916,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Hireability_Score,7.766376725845856e-12,0.11198255888567447,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Competence_Score,7.766376725845942e-12,0.012945415703452583,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Fit_Score,0.0,0.09137739639228515,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Performance_Score,1.7832852553163657e-10,0.12275708880348023,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Leadership_Avg,9.453326896226231e-10,0.13879194343862594,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Status_Score,1.7832852553163657e-10,0.4259872785562251,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Warmth_Score,0.0,0.0004863722431086323,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Hireability_Score,1.1276526727470863e-09,5.171480957443311e-08,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Competence_Score,0.0,1.7157009649014334e-13,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Fit_Score,7.766376725845942e-12,0.011757598288148539,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Performance_Score,7.766376725845942e-12,2.3238534871950686e-07,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,7.766376725845856e-12,0.00023639913117408997,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Status_Score,7.766376725845942e-12,5.399441178416361e-06,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Warmth_Score,0.0,4.0363655503950836e-05,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Hireability_Score,7.766376725845942e-12,0.0043205615657122345,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Competence_Score,7.766376725845856e-12,4.8370856134737955e-06,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Fit_Score,7.766376725845942e-12,0.00010413253712316256,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Performance_Score,1.803187030677128e-10,0.014290390811189628,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Leadership_Avg,6.553874207598066e-10,0.0035276786961690866,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Status_Score,1.803187030677128e-10,0.04524611165079652,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Warmth_Score,0.0,9.628997995408286e-05,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Hireability_Score,5.981489887632116e-10,0.22406711673737267,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.07924704118988023,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Fit_Score,1.7832852553163528e-10,0.0024002298291183177,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Performance_Score,1.7832852553163528e-10,0.16441922234804157,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Leadership_Avg,2.363951527297503e-10,0.16284253338513446,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Status_Score,1.7832852553163657e-10,0.010214056025613448,False
region,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Warmth_Score,4.432146465667962e-09,0.4628163246914003,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Hireability_Score,1.7324497589408543e-09,0.00012191845870440517,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Competence_Score,0.0,2.822211200319726e-08,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Fit_Score,5.981489887632116e-10,0.00013269871862470707,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Performance_Score,1.7324497589408543e-09,8.146645366857778e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Leadership_Avg,1.3063553657047682e-09,0.0041465816179039085,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Status_Score,0.0,0.0005384830690836993,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Warmth_Score,7.766376725845942e-12,0.0003702672247799323,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Hireability_Score,1.4329627027530647e-07,0.21802558326157398,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Competence_Score,0.0,0.0005710207967952379,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Fit_Score,0.0,9.51015135090109e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Performance_Score,0.0,0.00029036578808073766,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,1.1718171129943154e-09,1.640342554238791e-06,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Status_Score,0.0,0.007115604175465826,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Warmth_Score,4.432146465667962e-09,0.45154618498348775,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Hireability_Score,1.7832852553163528e-10,2.7984054489535214e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Competence_Score,7.766376725845942e-12,1.2283769458496765e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Fit_Score,4.4017198651534915e-11,0.000166574844912755,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Performance_Score,1.7832852553163528e-10,9.298931539139989e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Leadership_Avg,1.1436098075911907e-08,0.08270100450828635,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Status_Score,7.766376725845942e-12,0.007957243297978329,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Warmth_Score,0.0,0.00012035310936647217,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Hireability_Score,1.0146373947552326e-08,0.024392736399686425,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.006619971256926002,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Fit_Score,4.4017198651534915e-11,1.3129813328536113e-07,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Performance_Score,4.4017198651534915e-11,0.003746566314285166,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Leadership_Avg,2.914931013001846e-11,0.0851574411925975,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Status_Score,7.766376725845856e-12,1.2614365371810675e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Warmth_Score,3.914394130713038e-08,0.6426401193553481,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Hireability_Score,0.0,0.04198070120128707,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Competence_Score,0.0,0.001094895099873136,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Fit_Score,0.0,0.2751228993245222,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Performance_Score,0.0,0.0009076762886045551,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Leadership_Avg,2.448354393497411e-10,0.011420907481226301,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Status_Score,0.0,0.0011192543112754094,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Warmth_Score,0.0,3.607155256809131e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Hireability_Score,1.0146373947552399e-08,0.03403250092416659,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Competence_Score,0.0,1.932219315303112e-07,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Fit_Score,0.0,6.882830639753789e-07,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Performance_Score,0.0,1.6970334487589433e-05,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,7.766376725845856e-12,7.675734905441725e-06,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,0.0,9.095723843878276e-09,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,0.0,0.039181640759551425,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,7.766376725845856e-12,0.05708631422526442,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,7.766376725845856e-12,0.033682028741264664,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,0.0,0.015881245468883868,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,7.766376725845856e-12,0.06822409486729746,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,9.367534345164328e-11,0.06675833933381793,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,7.766376725845856e-12,0.08574323399485859,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,7.766376725845856e-12,8.508313522836914e-06,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,2.106946320370521e-07,0.3031482897058025,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.01255273135755784,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,4.4017198651534915e-11,0.0040213709441313935,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,4.4017198651534915e-11,0.00045148893244541493,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,3.2531528657497753e-10,0.0007001252856934105,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,4.4017198651534915e-11,0.008468224072175751,False
region,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,4.8081231420595115e-09,0.06324223749922994,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,3.317337834688198e-08,0.050890884489343445,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,7.766376725845856e-12,1.875628426615691e-05,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,6.640075540820181e-08,0.38854648489533833,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,3.317337834688198e-08,0.001544118604892549,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,6.142100640597456e-07,0.10237872967403332,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Status_Score,0.0,6.384395350439842e-05,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,7.766376725845942e-12,2.034168901148326e-05,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,1.7832852553163528e-10,0.0046357438709797244,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,0.0,0.1671917087192483,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,0.0,1.2000802857558308e-07,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,0.0,0.002069767592191995,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,7.213318587261338e-10,1.9472841957010362e-08,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,0.0,0.001575873547436916,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,7.766376725845856e-12,0.319942189756857,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,2.0942965174732143e-08,0.037214962361847154,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Competence_Score,0.0,0.0004260057560532313,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Fit_Score,2.0942965174732143e-08,0.11153431142336966,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Performance_Score,2.0942965174732143e-08,0.052102140814770125,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,9.453326896226231e-10,0.013992510489892302,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Status_Score,0.0,0.00021918016429430445,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,0.0,1.025532444698854e-08,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,4.4017198651534915e-11,4.922435928626871e-06,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.0007908203944362467,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,7.766376725845942e-12,3.2467222610475556e-10,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,7.766376725845942e-12,1.3165482083799595e-06,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Leadership_Avg,4.229985909935437e-09,0.01584482375650441,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Status_Score,7.766376725845942e-12,2.346007373143837e-06,False
region,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Warmth_Score,1.43296270275307e-07,0.9917771537874938,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Hireability_Score,7.766376725845942e-12,0.019799376957319457,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Competence_Score,0.0,2.9958084802972815e-06,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Fit_Score,4.4017198651534915e-11,0.09310675167497252,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Performance_Score,4.4017198651534915e-11,0.011467305648721915,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Leadership_Avg,1.3148768241108383e-09,0.11812983325720405,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Status_Score,7.766376725845942e-12,0.0040046207353228004,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Warmth_Score,0.0,0.00010910947000674747,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Hireability_Score,4.808123142059477e-09,0.0001253313506491038,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Competence_Score,0.0,5.130034240415181e-08,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Fit_Score,7.766376725845942e-12,4.0607536749665996e-07,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Performance_Score,7.766376725845942e-12,7.557406320376646e-05,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,7.766376725845856e-12,0.00011274285319349724,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Status_Score,7.766376725845942e-12,2.0311451348853043e-05,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Warmth_Score,0.0,8.364541392758034e-08,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Hireability_Score,0.0,0.09137739639228515,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Competence_Score,7.766376725845856e-12,0.161076664078588,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Fit_Score,0.0,0.057086314225264466,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Performance_Score,0.0,0.0059630190772791474,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Leadership_Avg,1.307685727583206e-09,0.024382611706410335,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Status_Score,7.766376725845856e-12,0.0026740399246466704,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Warmth_Score,0.0,6.486352778837215e-07,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Hireability_Score,4.432146465667962e-09,0.009009054417554264,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Competence_Score,7.766376725845942e-12,0.03671158433899063,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Fit_Score,1.7832852553163657e-10,7.448306778199094e-05,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Performance_Score,1.7832852553163657e-10,0.032515202828854,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Leadership_Avg,2.363951527297503e-10,0.02887476113269765,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Status_Score,4.4017198651534915e-11,0.011934235292979335,False
region,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Warmth_Score,4.432146465667962e-09,0.42363118702015956,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Hireability_Score,1.0232811721894976e-07,0.0066502173971731155,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Competence_Score,7.766376725845856e-12,0.0011569753003395436,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Fit_Score,3.9143941307130164e-08,0.03246980704782167,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Performance_Score,2.0942965174731842e-08,0.0005955037467154482,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Leadership_Avg,4.432146465667962e-09,0.0016956661585946099,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Status_Score,0.0,3.5668264155054954e-07,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,China,Warmth_Score,7.766376725845942e-12,0.08870399204125212,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Hireability_Score,4.897490013396004e-08,0.06797228130941907,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Competence_Score,0.0,0.000240065058466712,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Fit_Score,0.0,0.0001392348128262666,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Performance_Score,0.0,0.00038958414820178716,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,2.3526827140578085e-08,2.404518060950811e-05,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Status_Score,0.0,5.33829463407965e-07,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Agentic,USA,Warmth_Score,1.7324497589408543e-09,0.09795219404937561,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Hireability_Score,4.432146465667962e-09,0.07039874419299147,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Competence_Score,0.0,0.0011240732581905524,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Fit_Score,1.7324497589408543e-09,0.0016084439552656647,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Performance_Score,4.432146465667962e-09,0.010185490950971265,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Leadership_Avg,2.5200363817039428e-09,0.08641273711540477,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Status_Score,0.0,0.00020568864310731505,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,China,Warmth_Score,0.0,1.5589905010701352e-07,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Hireability_Score,1.7324497589408543e-09,0.1654665004281451,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Competence_Score,0.0,0.0030390283477106884,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Fit_Score,7.766376725845942e-12,0.00023809013929415465,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Performance_Score,7.766376725845942e-12,0.0016926472298662762,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Leadership_Avg,2.6612134671432287e-11,0.010730448099857171,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Status_Score,0.0,1.921043551547145e-05,False
region,Project Management / Programme Management,USA,Neutral,Entry-Level,Communal,USA,Warmth_Score,4.432146465667962e-09,0.253266726012198,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Hireability_Score,7.766376725845856e-12,0.0022015819053449954,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Competence_Score,0.0,5.643394822089528e-18,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Fit_Score,7.766376725845856e-12,0.0024821149854659524,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Performance_Score,7.766376725845856e-12,2.1004546810333443e-05,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Leadership_Avg,7.766376725845856e-12,0.00029558543616005497,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Status_Score,7.766376725845856e-12,0.035094062438813224,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,China,Warmth_Score,7.766376725845856e-12,0.007251577033470216,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Hireability_Score,1.7324497589408543e-09,0.00011958622185452957,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Competence_Score,0.0,3.4685525660796274e-07,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Fit_Score,0.0,5.7015585235514796e-05,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Performance_Score,0.0,2.69890560059882e-07,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,0.0,2.1800072121990845e-09,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Status_Score,0.0,9.73975559717627e-08,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Agentic,USA,Warmth_Score,5.981489887632116e-10,0.009709973636658048,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Hireability_Score,7.766376725845856e-12,0.21311334071758933,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Competence_Score,0.0,0.0010685574442951561,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Fit_Score,0.0,0.05649829823345862,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Performance_Score,7.766376725845942e-12,0.06314934149770196,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Leadership_Avg,7.213318587261338e-10,0.13560009414473628,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Status_Score,7.766376725845942e-12,0.11198255888567439,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,China,Warmth_Score,0.0,0.0001929797606965553,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Hireability_Score,1.0146373947552326e-08,0.23309322155744985,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Competence_Score,0.0,0.00019058562228759272,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Fit_Score,0.0,0.001139325049951468,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Performance_Score,0.0,0.0008051829328101276,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Leadership_Avg,1.1276526727470776e-09,0.0004699719948727768,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Status_Score,0.0,0.00019051301640754246,False
region,Project Management / Programme Management,USA,Neutral,Senior-Level,Communal,USA,Warmth_Score,7.563926247308895e-09,0.04670029811157139,False
region,Sales / Business Development,China,Balanced,Entry-Level,Agentic,China,Hireability_Score,2.106946320370521e-07,0.08281546950359066,False
region,Sales / Business Development,China,Balanced,Entry-Level,Agentic,China,Competence_Score,1.1276526727470863e-09,0.0006068542346641046,False
region,Sales / Business Development,China,Balanced,Entry-Level,Agentic,China,Fit_Score,2.8242407130270624e-07,0.022723934746173235,False
region,Sales / Business Development,China,Balanced,Entry-Level,Agentic,China,Performance_Score,3.914394130713038e-08,0.0059674658204612934,False
region,Sales / Business Development,China,Balanced,Entry-Level,Agentic,China,Leadership_Avg,1.0232811721894976e-07,0.18118536190972645,False
